2020-03-06 ,2020-03-07 ,2020-03-08 ,2020-03-09 ,2020-03-10 ,2020-03-16 ,2020-08-06 ,2020-08-07 ,2020-08-08 ,2020-08-09 ,2020-08-10 ,2020-08-11 ,2020-08-12 ,2020-08-13 ,2020-08-15 ,2020-08-16 ,2020-08-18 ,2020-08-19 ,2020-08-20 ,2020-08-21 ,2020-08-22 
3.30154787717552,2.62476672064922,3.36707653919804,2.63241486385836,3.62491441126163,1.59752468714236,2.7864420807333,2.77279792096724,4.14648676017652,5.24468776945678,3.78339134573624,5.12510066459708,3.00139550725194,6.21932998694892,2.08850602748805,4.14137711983182,7.61670036988109,3.17072326782085,4.14065201017261,5.10686298775926,7.19539350917233
0.789790724238248,0.530485304471137,0.575164626130491,1.20407988485958,1.24849704604543,0.39735841170324,0.9006367840171,1.07480297377665,1.00556692368428,0.662881505911966,0.923914409152805,0.948202523774538,0.782231388083039,1.38632034763842,0.735445717977141,0.862668275469761,0.597970431813386,1.00500228356912,0.677573911430034,0.59242629058833,0.49200054824768
0.515952174245904,0.208784053219886,0.316511646940753,0.677035464346764,0.56433236453202,0.167416927899687,0.554746603337053,0.654890829013997,0.655922413282677,0.477355346510418,0.557424489327376,0.645998454833724,0.511220913507398,0.61707740344596,0.472478757941227,0.494770414951836,0.372497986765145,0.506274296556675,0.285295212113363,0.347202099304096,0.301501348987073
0.450826397182667,0.184809528695362,0.123782943313954,0.60567738998779,0.435993585796388,0.074725496342738,0.448854719443042,0.495112650141253,0.528972370174558,0.411310905178326,0.479185789841466,0.524582171995201,0.385354033820091,0.379260922689193,0.375510482979881,0.336210453498849,0.246645151023725,0.369752357116022,0.224576944376065,0.273376784691689,0.19516466421311
0.396686043484918,0.085838207374041,0.093930171996124,0.537540022954823,0.192396890394089,0.072853709508882,0.318240832159083,0.381553494026399,0.43524116865222,0.355650333499394,0.416537564027317,0.406139382565398,0.331380796433933,0.383156740191064,0.338354416362144,0.272578663529883,0.224145399104153,0.311154963227249,0.175654821470052,0.242389359389596,0.163124525848922
0.391923128158015,0.095414033199866,0.070851029554264,0.597902533577533,0.218257666256158,0.064123928944619,0.284791528886334,0.366884923691699,0.355301394851255,0.312012475504484,0.363270265892078,0.364926025099695,0.271398166504176,0.270557591635831,0.240051988716514,0.196723958778899,0.190011268822808,0.248285804843305,0.142130271058017,0.210550355972383,0.148392931920545
0.362680041341295,0.051839108274942,0.041953161337209,0.32359502075702,0.157441574302134,0.047624702194357,0.268418247273973,0.321644009103642,0.283297570435795,0.287742319888518,0.328499241611974,0.319353512393463,0.228337596353879,0.251597864850976,0.238469905039017,0.183111745698046,0.17175845833848,0.234538936159079,0.101213867761739,0.194235694419984,0.12096309532861
0.362680041341295,0.051839108274942,0.052815370639535,0.368808738705738,0.042126488095238,0.022702586206897,0.232351119880244,0.269683875105598,0.265218575194276,0.250856222503319,0.291289597142691,0.27170023797338,0.208255559068528,0.226602611682083,0.226185819786785,0.146104899556179,0.14850712666382,0.20848171218054,0.089094650300919,0.18478898941403,0.109622159386178
0.356665839840759,0.051839108274942,0.051376950096899,0.324971738705738,0.042126488095238,0.022702586206897,0.206085686206774,0.245203257469654,0.233674877785766,0.25146807876102,0.263064368317331,0.255607418540487,0.201799867293943,0.214208297411421,0.181235208541295,0.132544705843094,0.149154813078373,0.130340100854701,0.074208219512195,0.156341820265052,0.097558269212639
0.348884489358444,0.051839108274942,0.040996853197674,0.319819984859584,0.01764545361248,0.022702586206897,0.197643606062217,0.21890118597439,0.207415198897676,0.224223957279219,0.250425594526393,0.232510772259643,0.199843549070736,0.203446604074772,0.171058026342952,0.111707764434818,0.141705852675866,0.089662206737707,0.064194383855982,0.151903397506786,0.101104019490119
0.348884489358444,0.051839108274942,0.040996853197674,0.368424815628815,0.01764545361248,0.034771368861024,0.189701488981009,0.198018346171802,0.181118172777378,0.19861333557613,0.237133856062927,0.218363621192319,0.171326314919736,0.18405209767028,0.143548025488827,0.099198618844365,0.130966011497741,0.069857472527473,0.047939536004646,0.145441245971949,0.09466683118563
0.348884489358444,0.051839108274942,0.027490370639535,0.373003174603174,0.024726488095238,0.031505956112853,0.161529561543367,0.176988850373483,0.178675343877307,0.193487922453081,0.232318104655253,0.194645354378204,0.146706297607806,0.167971978417266,0.126932738372351,0.064619220976408,0.127618751213299,0.056067445258445,0.046677664841547,0.133648089779678,0.084717307715515
0.348884489358444,0.051839108274942,0.027490370639535,0.324481251526251,0.024726488095238,0.031505956112853,0.141938447952098,0.148086106442577,0.156863817397556,0.18147817759357,0.226823418343034,0.151846963406052,0.117725666902738,0.144291093649755,0.1224258969307,0.063521258662306,0.098907549089152,0.050299590859618,0.044468267131243,0.108988314496122,0.084202720181999
0.348884489358444,0.051839108274942,0.027535952034884,0.334823995115995,0.024726488095238,0.035594096133751,0.124199973249717,0.122272713585434,0.148302458662833,0.170788585782467,0.206901470182784,0.145703742669482,0.106516477809254,0.136007993135162,0.109309128810552,0.062340658057196,0.094838879340821,0.05597924659864,0.043469509872242,0.098001455014608,0.07936015119717
0.348884489358444,0.051839108274942,0.026045893895349,0.334589995115995,0.024726488095238,0.020247335423198,0.119575878507653,0.113106386554622,0.137661852384376,0.142038083396132,0.18623617592498,0.13801817264837,0.097500595238095,0.133335907673861,0.096612694004087,0.038113030166517,0.096849093589849,0.069600549276121,0.041196727061556,0.089205919149269,0.076847287690399
0.348884489358444,0.051839108274942,0.025969924903101,0.243453636141636,0.024726488095238,0.02024592476489,0.114884918686224,0.106666995798319,0.128900877066858,0.128937832202964,0.179710218183056,0.139044650480882,0.0885765985431,0.114766832570307,0.096502930799415,0.031926668919145,0.093000728155848,0.071587691932,0.041196727061556,0.084417044251198,0.070773165571131
0.330841884856836,0.051839108274942,0.025969924903101,0.230869636141636,0.01764545361248,0.02024592476489,0.113212241354875,0.101463424369748,0.12837966930266,0.122866199447375,0.170098281085129,0.115108807178044,0.075120939565628,0.101055731414868,0.086361963066418,0.031926668919145,0.090301140328421,0.067415201089509,0.041196727061556,0.07888291349709,0.070141768564716
0.330841884856836,0.051839108274942,0.026045893895349,0.230721431013431,0.01764545361248,0.02024592476489,0.103251031037415,0.073278795518207,0.095681885933381,0.104871866365235,0.152223422512679,0.112047112362186,0.075120939565628,0.099755109626584,0.082909003336437,0.032995526078687,0.090301140328421,0.0564266996337,0.034766269454123,0.065334280603867,0.070139410522426
0.330841884856836,0.051839108274942,0.025606552810078,0.230721431013431,0.01764545361248,0.02024592476489,0.090127692743764,0.065477721755369,0.08224766594776,0.101801532278322,0.136751585486232,0.112047112362186,0.063863479697828,0.08796102489437,0.076390025605214,0.032995526078687,0.090301140328421,0.046564668609169,0.032699881533101,0.064901180590463,0.061029879755022
0.330841884856836,0.051839108274942,0.025606552810078,0.232870046398046,0.01764545361248,0.015016614420063,0.083000535005669,0.059068396358544,0.08224766594776,0.092870924390857,0.118284716293951,0.087441165845649,0.056081702077432,0.082750283887176,0.071115206005587,0.032626605265792,0.084430088710547,0.04520345981796,0.032699881533101,0.063333145001843,0.062976607006151
0.330841884856836,0.051839108274942,0.025606552810078,0.232870046398046,0.01764545361248,0.015016614420063,0.08227232940051,0.055465548552755,0.06529967888809,0.083178472745541,0.114778547602029,0.071368752052545,0.056081702077432,0.065610772781775,0.070868878026071,0.032626605265792,0.077320859126572,0.042968376068376,0.029370752613241,0.063333145001843,0.061900353739342
0.330841884856836,0.051839108274942,0.025139360119048,0.232870046398046,0.01764545361248,0.015016614420063,0.08227232940051,0.055465548552755,0.06529967888809,0.082643054508918,0.11276935055652,0.052970792868872,0.042416546270066,0.059388338729017,0.063922177607076,0.032537048586779,0.077320859126572,0.042968376068376,0.026627337979094,0.063328557353976,0.061269039888071
0.330841884856836,0.051839108274942,0.024987422134552,0.232870046398046,0.01764545361248,0.015015203761756,0.074968361146542,0.047454414098973,0.059297090821951,0.077465982165285,0.100523019844106,0.042516863711002,0.040526555712937,0.057143086930456,0.058712377793296,0.032537048586779,0.067822438479423,0.03587163044363,0.027119022067364,0.063397491203378,0.058172882843642
0.330841884856836,0.050266719219219,0.024987422134552,0.226701892551892,0.01764545361248,0.015015203761756,0.069377401325113,0.046202383286648,0.059297090821951,0.076285135644311,0.100523019844106,0.042516863711002,0.031384643531634,0.055764072285029,0.059346837756052,0.032537048586779,0.067822438479423,0.03587163044363,0.024382610917538,0.05160574829932,0.053601494152742
0.330841884856836,0.050266719219219,0.024364498546512,0.22662743101343,0.01764545361248,0.015015203761756,0.069377401325113,0.046202383286648,0.059297090821951,0.074338445114293,0.089406579529596,0.042516863711002,0.031384643531634,0.05560683967112,0.057892525605214,0.0312408677879,0.067822438479423,0.02496466971917,0.024382610917538,0.03959128196106,0.050521807766427
0.330841884856836,0.050266719219219,0.024516436531008,0.22662743101343,0.01764545361248,0.015015203761756,0.066340570967971,0.043935004668534,0.056355777618021,0.073243104747551,0.087331805881752,0.042516863711002,0.027148418319169,0.051890472764645,0.057892525605214,0.031153591450596,0.06094703401101,0.02496466971917,0.024382610917538,0.03959128196106,0.050081940814657
0.330841884856836,0.048752583655084,0.024516436531008,0.22662743101343,0.01764545361248,0.015110971786834,0.066340570967971,0.043935004668534,0.056355777618021,0.064877191660387,0.087331805881752,0.042516863711002,0.027148418319169,0.052216294964029,0.057892525605214,0.031153591450596,0.059793528618098,0.02496466971917,0.024382610917538,0.039062126436782,0.046951761437132
0.330841884856836,0.048752583655084,0.024516436531008,0.22662743101343,0.01764545361248,0.015110971786834,0.058269737634637,0.037283148926237,0.046162715073089,0.058225910575232,0.085115651485755,0.042516863711002,0.027148418319169,0.041519244604317,0.055767176443203,0.031153591450596,0.059793528618098,0.030912597941741,0.024382610917538,0.038527083040113,0.046951761437132
0.330841884856836,0.048752583655084,0.023644343507752,0.213324046398046,0.01764545361248,0.015110971786834,0.052259978210034,0.037283148926237,0.046162715073089,0.057883835719669,0.073685951700194,0.042516863711002,0.027148418319169,0.041519244604317,0.038324937150838,0.031153591450596,0.059096045310445,0.030912597941741,0.02275881300813,0.038527083040113,0.046951761437132
0.330841884856836,0.048752583655084,0.023492405523256,0.213324046398046,0.01764545361248,0.015110971786834,0.052259978210034,0.037283148926237,0.046162715073089,0.051705689525245,0.069933616699003,0.042516863711002,0.021882967422096,0.037447388489209,0.03660248603352,0.031153591450596,0.059096045310445,0.023989227978371,0.02275881300813,0.038527083040113,0.046951761437132
0.330841884856836,0.046149151651652,0.023492405523256,0.213324046398046,0.01764545361248,0.015110971786834,0.046134345769558,0.037283148926237,0.046162715073089,0.046924001507159,0.069054369617754,0.042516863711002,0.021882967422096,0.035797820143885,0.03628926443203,0.031153591450596,0.059096045310445,0.023989227978371,0.020144457607433,0.038779820548909,0.045786989519812
0.330841884856836,0.046149151651652,0.023492405523256,0.213324046398046,0.01764545361248,0.015110971786834,0.036467493090986,0.028320578898226,0.046162715073089,0.043052336096458,0.069054369617754,0.041259310344828,0.018765722379603,0.035239899280576,0.03628926443203,0.023354607568325,0.059096045310445,0.022293867783011,0.019130752613241,0.032105154820549,0.045244711068874
0.330841884856836,0.046149151651652,0.023492405523256,0.213324046398046,0.01764545361248,0.014969905956113,0.036467493090986,0.020626881419234,0.046162715073089,0.043052336096458,0.062949086081895,0.041259310344828,0.018765722379603,0.032112273381295,0.03628926443203,0.021970047886008,0.059096045310445,0.018054666666667,0.019130752613241,0.03174091954023,0.043938236846968
0.330841884856836,0.046149151651652,0.023492405523256,0.213324046398046,0.01764545361248,0.014969905956113,0.036467493090986,0.020626881419234,0.046162715073089,0.043052336096458,0.062949086081895,0.041259310344828,0.018765722379603,0.026543856115108,0.035288973463687,0.021970047886008,0.056938187066993,0.018054666666667,0.019130752613241,0.03174091954023,0.040359334494866
0.330841884856836,0.046149151651652,0.021728452034884,0.21331542075702,0.01764545361248,0.014969905956113,0.036467493090986,0.020626881419234,0.04425128444764,0.036789826676714,0.061997585009701,0.041259310344828,0.018765722379603,0.022139,0.035219905726257,0.021970047886008,0.056938187066993,0.018054666666667,0.019130752613241,0.03174091954023,0.040359334494866
0.330841884856836,0.049380322822823,0.021728452034884,0.209613113064713,0.01764545361248,0.014969905956113,0.036467493090986,0.020626881419234,0.04425128444764,0.034755953278071,0.061997585009701,0.036304700914849,0.018765722379603,0.020709179856115,0.035219905726257,0.021970047886008,0.052324768987897,0.018054666666667,0.019130752613241,0.032057826647901,0.038807089305985
0.330841884856836,0.049380322822823,0.021728452034884,0.209613113064713,0.01764545361248,0.014969905956113,0.034270506483844,0.020626881419234,0.04425128444764,0.030213187641296,0.061997585009701,0.036304700914849,0.012886968838527,0.020709179856115,0.033999444832402,0.021970047886008,0.052324768987897,0.018054666666667,0.019130752613241,0.032057826647901,0.038807089305985
0.330841884856836,0.049380322822823,0.021728452034884,0.209613113064713,0.01764545361248,0.014969905956113,0.031686987138606,0.020626881419234,0.04425128444764,0.023989073097212,0.058296441335648,0.036304700914849,0.012886968838527,0.020519479616307,0.033999444832402,0.021970047886008,0.052324768987897,0.017243565323565,0.019130752613241,0.032057826647901,0.038807089305985
0.330841884856836,0.049380322822823,0.021728452034884,0.209613113064713,0.01764545361248,0.014969905956113,0.031686987138606,0.020626881419234,0.04425128444764,0.017629577995479,0.058296441335648,0.036304700914849,0.012886968838527,0.018018245803357,0.033999444832402,0.021970047886008,0.052324768987897,0.017243565323565,0.019130752613241,0.024467350457424,0.035367638129933
0.234517769101209,0.049380322822823,0.021728452034884,0.209613113064713,0.01764545361248,0.014969905956113,0.02247232940051,0.020626881419234,0.04425128444764,0.016189148455162,0.058296441335648,0.036304700914849,0.012886968838527,0.018018245803357,0.033999444832402,0.021970047886008,0.052324768987897,0.017243565323565,0.019130752613241,0.020985752990852,0.035367638129933
0.234517769101209,0.049380322822823,0.021728452034884,0.209613113064713,0.01764545361248,0.014969905956113,0.02247232940051,0.020626881419234,0.04425128444764,0.016189148455162,0.058296441335648,0.036304700914849,0.012886968838527,0.018018245803357,0.028415087290503,0.021970047886008,0.052324768987897,0.017243565323565,0.019130752613241,0.020985752990852,0.035367638129933
0.234517769101209,0.049380322822823,0.021728452034884,0.209613113064713,0.01764545361248,0.014969905956113,0.02247232940051,0.00959435340803,0.04425128444764,0.016189148455162,0.058296441335648,0.036304700914849,0.011668885741265,0.018018245803357,0.025150015130354,0.021970047886008,0.052324768987897,0.017243565323565,0.019130752613241,0.020936439127375,0.032192394604155
0.234517769101209,0.046264226726727,0.021728452034884,0.209613113064713,0.01764545361248,0.014969905956113,0.02247232940051,0.00959435340803,0.04425128444764,0.016189148455162,0.058296441335648,0.036304700914849,0.011668885741265,0.018018245803357,0.025150015130354,0.021970047886008,0.052324768987897,0.017243565323565,0.019130752613241,0.020936439127375,0.032192394604155
0.234517769101209,0.046264226726727,0.021728452034884,0.209613113064713,0.01764545361248,0.014969905956113,0.02247232940051,0.00959435340803,0.04425128444764,0.016189148455162,0.058296441335648,0.036304700914849,0.011668885741265,0.018018245803357,0.024227360335196,0.021970047886008,0.052324768987897,0.017243565323565,0.019130752613241,0.020936439127375,0.032192394604155
0.273036097075486,0.046264226726727,0.021728452034884,0.209613113064713,0.01764545361248,0.014969905956113,0.02247232940051,0.00959435340803,0.04425128444764,0.016189148455162,0.057939364852446,0.036304700914849,0.011668885741265,0.018018245803357,0.024227360335196,0.021970047886008,0.051392295952458,0.017243565323565,0.019130752613241,0.020936439127375,0.030240054380824
0.273036097075486,0.045978280780781,0.021728452034884,0.209600174603174,0.01764545361248,0.014969905956113,0.02247232940051,0.00959435340803,0.04425128444764,0.016189148455162,0.057939364852446,0.036304700914849,0.011668885741265,0.018018245803357,0.024227360335196,0.02176938799346,0.051392295952458,0.012651821733822,0.018052490688454,0.020936439127375,0.030240054380824
0.273036097075486,0.045978280780781,0.021728452034884,0.209600174603174,0.01764545361248,0.014969905956113,0.020231443983844,0.00959435340803,0.04425128444764,0.016189148455162,0.057939364852446,0.036304700914849,0.011668885741265,0.018018245803357,0.024227360335196,0.02176938799346,0.044478274380809,0.012651821733822,0.016556383773021,0.020936439127375,0.030240054380824
0.273036097075486,0.045978280780781,0.019548219476744,0.209600174603174,0.01764545361248,0.014969905956113,0.020231443983844,0.00959435340803,0.04425128444764,0.014621778447626,0.057939364852446,0.036304700914849,0.011668885741265,0.018018245803357,0.021715279329609,0.02176938799346,0.044478274380809,0.012651821733822,0.016556383773021,0.020936439127375,0.030240054380824
0.273036097075486,0.045978280780781,0.019548219476744,0.209600174603174,0.01764545361248,0.014969905956113,0.020231443983844,0.00959435340803,0.04425128444764,0.014621778447626,0.057939364852446,0.036304700914849,0.011668885741265,0.018385697841727,0.017535914804469,0.02176938799346,0.044478274380809,0.012651821733822,0.017222645502646,0.020176844944875,0.030240054380824
